State,Year,Month,Day,Rainfall (mm)
Johor,2020,2,10,0.03
Johor,2020,2,11,0.04
Johor,2020,2,12,0.03
Johor,2020,2,13,0.55
Johor,2020,2,14,0.37
Johor,2020,2,15,3.00
Johor,2020,2,16,1.60
Johor,2020,2,17,0.40
Johor,2020,2,18,0.12
Johor,2020,2,19,0.72
Johor,2020,2,20,0.22
Johor,2020,2,21,0.03
Johor,2020,2,22,0.00
Johor,2020,2,23,0.00
Johor,2020,2,24,0.14
Johor,2020,2,25,1.26
Johor,2020,2,26,2.36
Johor,2020,2,27,1.19
Johor,2020,2,28,3.01
Johor,2020,2,29,1.47
Johor,2020,3,1,3.52
Johor,2020,3,2,4.01
Johor,2020,3,3,6.76
Johor,2020,3,4,2.21
Johor,2020,3,5,5.66
Johor,2020,3,6,4.16
Johor,2020,3,7,2.42
Johor,2020,3,8,2.02
Johor,2020,3,9,0.29
Johor,2020,3,10,0.78
Johor,2020,3,11,1.95
Johor,2020,3,12,0.02
Johor,2020,3,13,0.06
Johor,2020,3,14,0.02
Johor,2020,3,15,0.03
Johor,2020,3,16,0.00
Johor,2020,3,17,0.00
Johor,2020,3,18,0.00
Johor,2020,3,19,0.01
Johor,2020,3,20,0.00
Johor,2020,3,21,0.00
Johor,2020,3,22,6.10
Johor,2020,3,23,3.69
Johor,2020,3,24,0.79
Johor,2020,3,25,1.22
Johor,2020,3,26,6.95
Johor,2020,3,27,10.86
Johor,2020,3,28,8.55
Johor,2020,3,29,5.97
Johor,2020,3,30,7.99
Johor,2020,3,31,8.30
Johor,2020,4,1,42.95
Johor,2020,4,2,38.50
Johor,2020,4,3,10.00
Johor,2020,4,4,17.38
Johor,2020,4,5,13.64
Johor,2020,4,6,3.61
Johor,2020,4,7,4.99
Johor,2020,4,8,0.83
Johor,2020,4,9,1.69
Johor,2020,4,10,0.27
Johor,2020,4,11,5.81
Johor,2020,4,12,16.65
Johor,2020,4,13,13.09
Johor,2020,4,14,9.31
Johor,2020,4,15,5.46
Johor,2020,4,16,10.27
Johor,2020,4,17,19.22
Johor,2020,4,18,28.42
Johor,2020,4,19,35.95
Johor,2020,4,20,44.78
Johor,2020,4,21,4.78
Johor,2020,4,22,9.05
Johor,2020,4,23,38.50
Johor,2020,4,24,12.62
Johor,2020,4,25,16.36
Johor,2020,4,26,21.89
Johor,2020,4,27,12.56
Johor,2020,4,28,5.71
Johor,2020,4,29,0.13
Johor,2020,4,30,1.69
Johor,2020,5,1,10.44
Johor,2020,5,2,6.13
Johor,2020,5,3,0.00
Johor,2020,5,4,1.11
Johor,2020,5,5,1.18
Johor,2020,5,6,4.21
Johor,2020,5,7,6.74
Johor,2020,5,8,0.00
Johor,2020,5,9,0.27
Johor,2020,5,10,2.07
Johor,2020,5,11,13.59
Johor,2020,5,12,19.23
Johor,2020,5,13,7.38
Johor,2020,5,14,5.34
Johor,2020,5,15,1.84
Johor,2020,5,16,10.67
Johor,2020,5,17,11.30
Johor,2020,5,18,8.84
Johor,2020,5,19,0.03
Johor,2020,5,20,0.75
Johor,2020,5,21,8.30
Johor,2020,5,22,15.59
Johor,2020,5,23,0.54
Johor,2020,5,24,2.02
Johor,2020,5,25,0.04
Johor,2020,5,26,0.70
Johor,2020,5,27,0.04
Johor,2020,5,28,0.00
Johor,2020,5,29,0.48
Johor,2020,5,30,1.89
Johor,2020,5,31,0.68
Johor,2020,6,1,0.28
Johor,2020,6,2,0.53
Johor,2020,6,3,2.03
Johor,2020,6,4,6.48
Johor,2020,6,5,14.45
Johor,2020,6,6,0.78
Johor,2020,6,7,1.63
Johor,2020,6,8,2.62
Johor,2020,6,9,6.19
Johor,2020,6,10,2.45
Johor,2020,6,11,2.14
Johor,2020,6,12,11.83
Johor,2020,6,13,14.08
Johor,2020,6,14,41.12
Johor,2020,6,15,6.93
Johor,2020,6,16,0.29
Johor,2020,6,17,20.79
Johor,2020,6,18,26.58
Johor,2020,6,19,3.77
Johor,2020,6,20,2.08
Johor,2020,6,21,4.75
Johor,2020,6,22,4.73
Johor,2020,6,23,0.97
Johor,2020,6,24,0.69
Johor,2020,6,25,1.30
Johor,2020,6,26,1.33
Johor,2020,6,27,1.17
Johor,2020,6,28,24.01
Johor,2020,6,29,8.20
Johor,2020,6,30,10.09
Johor,2020,7,1,2.11
Johor,2020,7,2,3.62
Johor,2020,7,3,2.97
Johor,2020,7,4,2.22
Johor,2020,7,5,0.82
Johor,2020,7,6,1.43
Johor,2020,7,7,3.17
Johor,2020,7,8,6.24
Johor,2020,7,9,3.35
Johor,2020,7,10,6.82
Johor,2020,7,11,8.21
Johor,2020,7,12,7.99
Johor,2020,7,13,15.90
Johor,2020,7,14,3.26
Johor,2020,7,15,17.42
Johor,2020,7,16,4.53
Johor,2020,7,17,1.27
Johor,2020,7,18,14.31
Johor,2020,7,19,2.63
Johor,2020,7,20,11.90
Johor,2020,7,21,1.64
Johor,2020,7,22,4.34
Johor,2020,7,23,2.48
Johor,2020,7,24,0.92
Johor,2020,7,25,4.47
Johor,2020,7,26,7.00
Johor,2020,7,27,6.95
Johor,2020,7,28,8.91
Johor,2020,7,29,6.70
Johor,2020,7,30,1.15
Johor,2020,7,31,7.48
Johor,2020,8,1,8.36
Johor,2020,8,2,14.62
Johor,2020,8,3,16.24
Johor,2020,8,4,13.42
Johor,2020,8,5,25.04
Johor,2020,8,6,21.75
Johor,2020,8,7,17.86
Johor,2020,8,8,14.87
Johor,2020,8,9,11.36
Johor,2020,8,10,9.97
Johor,2020,8,11,10.76
Johor,2020,8,12,7.23
Johor,2020,8,13,4.15
Johor,2020,8,14,17.80
Johor,2020,8,15,0.38
Johor,2020,8,16,1.40
Johor,2020,8,17,6.05
Johor,2020,8,18,1.34
Johor,2020,8,19,0.96
Johor,2020,8,20,0.36
Johor,2020,8,21,0.34
Johor,2020,8,22,4.52
Johor,2020,8,23,6.72
Johor,2020,8,24,4.96
Johor,2020,8,25,17.45
Johor,2020,8,26,20.09
Johor,2020,8,27,27.11
Johor,2020,8,28,7.93
Johor,2020,8,29,3.08
Johor,2020,8,30,9.41
Johor,2020,8,31,18.04
Johor,2020,9,1,11.08
Johor,2020,9,2,5.50
Johor,2020,9,3,12.08
Johor,2020,9,4,29.23
Johor,2020,9,5,9.01
Johor,2020,9,6,0.74
Johor,2020,9,7,4.55
Johor,2020,9,8,9.80
Johor,2020,9,9,19.99
Johor,2020,9,10,12.98
Johor,2020,9,11,19.89
Johor,2020,9,12,5.88
Johor,2020,9,13,2.14
Johor,2020,9,14,3.84
Johor,2020,9,15,7.51
Johor,2020,9,16,9.66
Johor,2020,9,17,11.63
Johor,2020,9,18,8.54
Johor,2020,9,19,2.36
Johor,2020,9,20,2.36
Johor,2020,9,21,2.16
Johor,2020,9,22,2.98
Johor,2020,9,23,0.94
Johor,2020,9,24,1.29
Johor,2020,9,25,1.68
Johor,2020,9,26,2.76
Johor,2020,9,27,3.46
Johor,2020,9,28,0.98
Johor,2020,9,29,5.11
Johor,2020,9,30,1.97
Johor,2020,10,1,16.59
Johor,2020,10,2,10.99
Johor,2020,10,3,12.73
Johor,2020,10,4,0.67
Johor,2020,10,5,0.06
Johor,2020,10,6,1.68
Johor,2020,10,7,0.63
Johor,2020,10,8,5.60
Johor,2020,10,9,6.19
Johor,2020,10,10,6.51
Johor,2020,10,11,4.77
Johor,2020,10,12,2.32
Johor,2020,10,13,1.62
Johor,2020,10,14,3.20
Johor,2020,10,15,20.60
Johor,2020,10,16,4.42
Johor,2020,10,17,0.11
Johor,2020,10,18,2.87
Johor,2020,10,19,0.36
Johor,2020,10,20,1.39
Johor,2020,10,21,5.55
Johor,2020,10,22,2.95
Johor,2020,10,23,0.06
Johor,2020,10,24,1.32
Johor,2020,10,25,0.74
Johor,2020,10,26,20.24
Johor,2020,10,27,9.53
Johor,2020,10,28,0.55
Johor,2020,10,29,5.59
Johor,2020,10,30,8.79
Johor,2020,10,31,2.10
Johor,2020,11,1,3.81
Johor,2020,11,2,2.95
Johor,2020,11,3,6.29
Johor,2020,11,4,7.96
Johor,2020,11,5,1.39
Johor,2020,11,6,2.31
Johor,2020,11,7,4.62
Johor,2020,11,8,11.64
Johor,2020,11,9,30.03
Johor,2020,11,10,28.49
Johor,2020,11,11,13.62
Johor,2020,11,12,28.28
Johor,2020,11,13,0.25
Johor,2020,11,14,3.70
Johor,2020,11,15,8.83
Johor,2020,11,16,4.37
Johor,2020,11,17,15.15
Johor,2020,11,18,15.43
Johor,2020,11,19,4.22
Johor,2020,11,20,16.48
Johor,2020,11,21,7.55
Johor,2020,11,22,11.12
Johor,2020,11,23,4.19
Johor,2020,11,24,2.03
Johor,2020,11,25,6.34
Johor,2020,11,26,4.06
Johor,2020,11,27,6.31
Johor,2020,11,28,15.46
Johor,2020,11,29,5.90
Johor,2020,11,30,2.14
Johor,2020,12,1,2.44
Johor,2020,12,2,2.75
Johor,2020,12,3,2.95
Johor,2020,12,4,2.02
Johor,2020,12,5,3.29
Johor,2020,12,6,9.90
Johor,2020,12,7,16.08
Johor,2020,12,8,37.12
Johor,2020,12,9,28.80
Johor,2020,12,10,5.51
Johor,2020,12,11,6.63
Johor,2020,12,12,7.89
Johor,2020,12,13,4.81
Johor,2020,12,14,7.85
Johor,2020,12,15,16.04
Johor,2020,12,16,11.17
Johor,2020,12,17,5.16
Johor,2020,12,18,6.82
Johor,2020,12,19,15.60
Johor,2020,12,20,123.41
Johor,2020,12,21,34.17
Johor,2020,12,22,7.83
Johor,2020,12,23,17.00
Johor,2020,12,24,7.71
Johor,2020,12,25,41.46
Johor,2020,12,26,5.15
Johor,2020,12,27,8.73
Johor,2020,12,28,13.70
Johor,2020,12,29,6.27
Johor,2020,12,30,13.53
Johor,2020,12,31,4.36
Kedah,2014,1,1,4.28
Kedah,2014,1,2,17.93
Kedah,2014,1,3,1.44
Kedah,2014,1,4,1.28
Kedah,2014,1,5,4.39
Kedah,2014,1,6,5.48
Kedah,2014,1,7,9.47
Kedah,2014,1,8,8.22
Kedah,2014,1,9,1.04
Kedah,2014,1,10,0.66
Kedah,2014,1,11,0.60
Kedah,2014,1,12,1.03
Kedah,2014,1,13,7.16
Kedah,2014,1,14,1.09
Kedah,2014,1,15,0.71
Kedah,2014,1,16,0.78
Kedah,2014,1,17,1.30
Kedah,2014,1,18,3.30
Kedah,2014,1,19,1.23
Kedah,2014,1,20,1.02
Kedah,2014,1,21,5.65
Kedah,2014,1,22,2.89
Kedah,2014,1,23,2.38
Kedah,2014,1,24,4.79
Kedah,2014,1,25,7.83
Kedah,2014,1,26,6.10
Kedah,2014,1,27,1.22
Kedah,2014,1,28,3.38
Kedah,2014,1,29,1.06
Kedah,2014,1,30,0.20
Kedah,2014,1,31,6.20
Kedah,2014,2,1,3.97
Kedah,2014,2,2,4.56
Kedah,2014,2,3,5.91
Kedah,2014,2,4,12.40
Kedah,2014,2,5,0.20
Kedah,2014,2,6,0.13
Kedah,2014,2,7,0.13
Kedah,2014,2,8,0.06
Kedah,2014,2,9,0.10
Kedah,2014,2,10,0.16
Kedah,2014,2,11,0.09
Kedah,2014,2,12,0.04
Kedah,2014,2,13,0.05
Kedah,2014,2,14,1.62
Kedah,2014,2,15,1.29
Kedah,2014,2,16,2.44
Kedah,2014,2,17,1.68
Kedah,2014,2,18,0.49
Kedah,2014,2,19,0.10
Kedah,2014,2,20,0.06
Kedah,2014,2,21,0.01
Kedah,2014,2,22,0.02
Kedah,2014,2,23,0.06
Kedah,2014,2,24,0.27
Kedah,2014,2,25,1.65
Kedah,2014,2,26,0.22
Kedah,2014,2,27,0.55
Kedah,2014,2,28,0.75
Kedah,2014,3,1,1.14
Kedah,2014,3,2,0.05
Kedah,2014,3,3,0.05
Kedah,2014,3,4,0.05
Kedah,2014,3,5,0.04
Kedah,2014,3,6,0.52
Kedah,2014,3,7,0.52
Kedah,2014,3,8,1.31
Kedah,2014,3,9,2.94
Kedah,2014,3,10,4.81
Kedah,2014,3,11,0.41
Kedah,2014,3,12,0.04
Kedah,2014,3,13,0.14
Kedah,2014,3,14,1.79
Kedah,2014,3,15,4.45
Kedah,2014,3,16,0.57
Kedah,2014,3,17,0.09
Kedah,2014,3,18,0.09
Kedah,2014,3,19,0.08
Kedah,2014,3,20,0.09
Kedah,2014,3,21,0.03
Kedah,2014,3,22,0.79
Kedah,2014,3,23,10.85
Kedah,2014,3,24,7.68
Kedah,2014,3,25,12.59
Kedah,2014,3,26,15.69
Kedah,2014,3,27,1.41
Kedah,2014,3,28,1.65
Kedah,2014,3,29,0.94
Kedah,2014,3,30,0.09
Kedah,2014,3,31,0.05
Kedah,2014,4,1,0.21
Kedah,2014,4,2,0.91
Kedah,2014,4,3,3.97
Kedah,2014,4,4,19.56
Kedah,2014,4,5,18.44
Kedah,2014,4,6,2.66
Kedah,2014,4,7,0.46
Kedah,2014,4,8,0.85
Kedah,2014,4,9,0.06
Kedah,2014,4,10,0.69
Kedah,2014,4,11,0.06
Kedah,2014,4,12,0.10
Kedah,2014,4,13,0.07
Kedah,2014,4,14,0.73
Kedah,2014,4,15,1.13
Kedah,2014,4,16,5.33
Kedah,2014,4,17,18.84
Kedah,2014,4,18,6.41
Kedah,2014,4,19,2.90
Kedah,2014,4,20,0.46
Kedah,2014,4,21,0.09
Kedah,2014,4,22,0.04
Kedah,2014,4,23,1.20
Kedah,2014,4,24,16.36
Kedah,2014,4,25,12.42
Kedah,2014,4,26,8.39
Kedah,2014,4,27,5.46
Kedah,2014,4,28,0.20
Kedah,2014,4,29,4.28
Kedah,2014,4,30,0.01
Kedah,2014,5,1,0.54
Kedah,2014,5,2,0.42
Kedah,2014,5,3,0.11
Kedah,2014,5,4,10.26
Kedah,2014,5,5,25.40
Kedah,2014,5,6,12.99
Kedah,2014,5,7,6.11
Kedah,2014,5,8,0.00
Kedah,2014,5,9,0.31
Kedah,2014,5,10,0.75
Kedah,2014,5,11,0.03
Kedah,2014,5,12,0.19
Kedah,2014,5,13,0.78
Kedah,2014,5,14,0.20
Kedah,2014,5,15,0.04
Kedah,2014,5,16,0.64
Kedah,2014,5,17,1.11
Kedah,2014,5,18,2.51
Kedah,2014,5,19,7.71
Kedah,2014,5,20,0.03
Kedah,2014,5,21,0.00
Kedah,2014,5,22,0.03
Kedah,2014,5,23,0.78
Kedah,2014,5,24,2.15
Kedah,2014,5,25,7.84
Kedah,2014,5,26,91.63
Kedah,2014,5,27,21.72
Kedah,2014,5,28,2.60
Kedah,2014,5,29,7.73
Kedah,2014,5,30,8.44
Kedah,2014,5,31,1.60
Kedah,2014,6,1,2.75
Kedah,2014,6,2,6.33
Kedah,2014,6,3,1.49
Kedah,2014,6,4,0.71
Kedah,2014,6,5,0.04
Kedah,2014,6,6,3.14
Kedah,2014,6,7,6.18
Kedah,2014,6,8,1.62
Kedah,2014,6,9,5.50
Kedah,2014,6,10,13.78
Kedah,2014,6,11,1.92
Kedah,2014,6,12,0.25
Kedah,2014,6,13,3.89
Kedah,2014,6,14,3.38
Kedah,2014,6,15,7.86
Kedah,2014,6,16,10.05
Kedah,2014,6,17,1.62
Kedah,2014,6,18,1.52
Kedah,2014,6,19,0.11
Kedah,2014,6,20,1.86
Kedah,2014,6,21,3.27
Kedah,2014,6,22,11.77
Kedah,2014,6,23,22.43
Kedah,2014,6,24,2.35
Kedah,2014,6,25,6.78
Kedah,2014,6,26,0.11
Kedah,2014,6,27,0.61
Kedah,2014,6,28,3.16
Kedah,2014,6,29,15.16
Kedah,2014,6,30,10.37
Kedah,2014,7,1,2.82
Kedah,2014,7,2,2.49
Kedah,2014,7,3,2.90
Kedah,2014,7,4,13.03
Kedah,2014,7,5,26.67
Kedah,2014,7,6,12.23
Kedah,2014,7,7,22.12
Kedah,2014,7,8,21.74
Kedah,2014,7,9,19.88
Kedah,2014,7,10,14.25
Kedah,2014,7,11,11.39
Kedah,2014,7,12,11.81
Kedah,2014,7,13,2.12
Kedah,2014,7,14,0.11
Kedah,2014,7,15,2.15
Kedah,2014,7,16,16.49
Kedah,2014,7,17,37.02
Kedah,2014,7,18,37.29
Kedah,2014,7,19,14.96
Kedah,2014,7,20,10.08
Kedah,2014,7,21,11.05
Kedah,2014,7,22,8.96
Kedah,2014,7,23,10.02
Kedah,2014,7,24,14.74
Kedah,2014,7,25,14.41
Kedah,2014,7,26,1.84
Kedah,2014,7,27,0.07
Kedah,2014,7,28,0.12
Kedah,2014,7,29,3.04
Kedah,2014,7,30,3.44
Kedah,2014,7,31,2.24
Kedah,2014,8,1,1.90
Kedah,2014,8,2,0.52
Kedah,2014,8,3,0.11
Kedah,2014,8,4,6.39
Kedah,2014,8,5,1.22
Kedah,2014,8,6,2.79
Kedah,2014,8,7,6.60
Kedah,2014,8,8,4.90
Kedah,2014,8,9,6.89
Kedah,2014,8,10,8.67
Kedah,2014,8,11,6.42
Kedah,2014,8,12,0.99
Kedah,2014,8,13,1.59
Kedah,2014,8,14,1.49
Kedah,2014,8,15,2.74
Kedah,2014,8,16,2.85
Kedah,2014,8,17,2.92
Kedah,2014,8,18,1.88
Kedah,2014,8,19,7.36
Kedah,2014,8,20,11.89
Kedah,2014,8,21,9.53
Kedah,2014,8,22,24.64
Kedah,2014,8,23,17.73
Kedah,2014,8,24,15.11
Kedah,2014,8,25,7.83
Kedah,2014,8,26,3.87
Kedah,2014,8,27,1.71
Kedah,2014,8,28,11.61
Kedah,2014,8,29,44.73
Kedah,2014,8,30,11.27
Kedah,2014,8,31,6.72
Kedah,2014,9,1,22.43
Kedah,2014,9,2,6.29
Kedah,2014,9,3,9.38
Kedah,2014,9,4,12.74
Kedah,2014,9,5,9.51
Kedah,2014,9,6,13.97
Kedah,2014,9,7,8.53
Kedah,2014,9,8,6.07
Kedah,2014,9,9,31.70
Kedah,2014,9,10,5.81
Kedah,2014,9,11,10.67
Kedah,2014,9,12,18.54
Kedah,2014,9,13,8.22
Kedah,2014,9,14,17.97
Kedah,2014,9,15,24.30
Kedah,2014,9,16,7.62
Kedah,2014,9,17,7.84
Kedah,2014,9,18,7.63
Kedah,2014,9,19,7.99
Kedah,2014,9,20,26.73
Kedah,2014,9,21,20.88
Kedah,2014,9,22,4.17
Kedah,2014,9,23,6.56
Kedah,2014,9,24,0.78
Kedah,2014,9,25,1.75
Kedah,2014,9,26,1.26
Kedah,2014,9,27,0.85
Kedah,2014,9,28,7.82
Kedah,2014,9,29,3.38
Kedah,2014,9,30,8.45
Kedah,2014,10,1,11.72
Kedah,2014,10,2,11.08
Kedah,2014,10,3,7.73
Kedah,2014,10,4,9.17
Kedah,2014,10,5,1.48
Kedah,2014,10,6,0.47
Kedah,2014,10,7,14.24
Kedah,2014,10,8,48.79
Kedah,2014,10,9,30.84
Kedah,2014,10,10,3.64
Kedah,2014,10,11,0.01
Kedah,2014,10,12,0.43
Kedah,2014,10,13,1.65
Kedah,2014,10,14,0.79
Kedah,2014,10,15,1.04
Kedah,2014,10,16,0.15
Kedah,2014,10,17,1.12
Kedah,2014,10,18,3.29
Kedah,2014,10,19,0.40
Kedah,2014,10,20,3.61
Kedah,2014,10,21,7.91
Kedah,2014,10,22,18.20
Kedah,2014,10,23,6.75
Kedah,2014,10,24,3.96
Kedah,2014,10,25,41.74
Kedah,2014,10,26,27.11
Kedah,2014,10,27,19.52
Kedah,2014,10,28,28.65
Kedah,2014,10,29,37.29
Kedah,2014,10,30,7.24
Kedah,2014,10,31,8.68
Kedah,2014,11,1,3.34
Kedah,2014,11,2,3.39
Kedah,2014,11,3,12.88
Kedah,2014,11,4,3.96
Kedah,2014,11,5,3.54
Kedah,2014,11,6,10.65
Kedah,2014,11,7,0.16
Kedah,2014,11,8,3.74
Kedah,2014,11,9,1.03
Kedah,2014,11,10,4.64
Kedah,2014,11,11,16.87
Kedah,2014,11,12,14.53
Kedah,2014,11,13,41.60
Kedah,2014,11,14,43.55
Kedah,2014,11,15,14.24
Kedah,2014,11,16,22.20
Kedah,2014,11,17,0.35
Kedah,2014,11,18,1.06
Kedah,2014,11,19,0.13
Kedah,2014,11,20,0.07
Kedah,2014,11,21,0.71
Kedah,2014,11,22,0.23
Kedah,2014,11,23,0.97
Kedah,2014,11,24,1.26
Kedah,2014,11,25,3.40
Kedah,2014,11,26,3.76
Kedah,2014,11,27,0.32
Kedah,2014,11,28,0.11
Kedah,2014,11,29,0.09
Kedah,2014,11,30,0.43
Kedah,2014,12,1,0.14
Kedah,2014,12,2,0.17
Kedah,2014,12,3,0.21
Kedah,2014,12,4,1.67
Kedah,2014,12,5,0.72
Kedah,2014,12,6,4.46
Kedah,2014,12,7,3.08
Kedah,2014,12,8,3.09
Kedah,2014,12,9,1.88
Kedah,2014,12,10,12.98
Kedah,2014,12,11,2.38
Kedah,2014,12,12,1.75
Kedah,2014,12,13,4.18
Kedah,2014,12,14,1.25
Kedah,2014,12,15,11.14
Kedah,2014,12,16,8.76
Kedah,2014,12,17,3.04
Kedah,2014,12,18,2.39
Kedah,2014,12,19,2.37
Kedah,2014,12,20,2.83
Kedah,2014,12,21,0.06
Kedah,2014,12,22,0.05
Kedah,2014,12,23,0.09
Kedah,2014,12,24,0.09
Kedah,2014,12,25,0.37
Kedah,2014,12,26,4.63
Kedah,2014,12,27,1.79
Kedah,2014,12,28,8.33
Kedah,2014,12,29,2.40
Kedah,2014,12,30,6.68
Kedah,2014,12,31,8.23
Kedah,2015,1,1,2.45
Kedah,2015,1,2,6.26
Kedah,2015,1,3,7.25
Kedah,2015,1,4,0.03
Kedah,2015,1,5,0.07
Kedah,2015,1,6,1.09
Kedah,2015,1,7,0.11
Kedah,2015,1,8,0.33
Kedah,2015,1,9,0.38
Kedah,2015,1,10,0.29
Kedah,2015,1,11,1.37
Kedah,2015,1,12,12.70
Kedah,2015,1,13,18.49
Kedah,2015,1,14,1.99
Kedah,2015,1,15,0.28
Kedah,2015,1,16,0.78
Kedah,2015,1,17,0.40
Kedah,2015,1,18,0.31
Kedah,2015,1,19,1.06
Kedah,2015,1,20,0.62
Kedah,2015,1,21,0.30
Kedah,2015,1,22,0.14
Kedah,2015,1,23,0.11
Kedah,2015,1,24,0.13
Kedah,2015,1,25,0.45
Kedah,2015,1,26,0.84
Kedah,2015,1,27,0.07
Kedah,2015,1,28,0.07
Kedah,2015,1,29,0.05
Kedah,2015,1,30,0.29
Kedah,2015,1,31,3.12
Kedah,2015,2,1,2.88
Kedah,2015,2,2,0.37
Kedah,2015,2,3,0.20
Kedah,2015,2,4,0.21
Kedah,2015,2,5,0.07
Kedah,2015,2,6,0.07
Kedah,2015,2,7,0.05
Kedah,2015,2,8,0.02
Kedah,2015,2,9,0.03
Kedah,2015,2,10,0.05
Kedah,2015,2,11,0.02
Kedah,2015,2,12,0.00
Kedah,2015,2,13,0.01
Kedah,2015,2,14,0.00
Kedah,2015,2,15,0.01
Kedah,2015,2,16,0.02
Kedah,2015,2,17,0.07
Kedah,2015,2,18,0.19
Kedah,2015,2,19,0.37
Kedah,2015,2,20,0.23
Kedah,2015,2,21,0.84
Kedah,2015,2,22,0.14
Kedah,2015,2,23,0.04
Kedah,2015,2,24,0.05
Kedah,2015,2,25,0.12
Kedah,2015,2,26,2.70
Kedah,2015,2,27,0.16
Kedah,2015,2,28,0.18
Kedah,2015,3,1,0.48
Kedah,2015,3,2,0.48
Kedah,2015,3,3,4.32
Kedah,2015,3,4,1.80
Kedah,2015,3,5,0.05
Kedah,2015,3,6,3.56
Kedah,2015,3,7,0.08
Kedah,2015,3,8,0.06
Kedah,2015,3,9,0.05
Kedah,2015,3,10,0.79
Kedah,2015,3,11,0.60
Kedah,2015,3,12,5.52
Kedah,2015,3,13,8.05
Kedah,2015,3,14,4.78
Kedah,2015,3,15,10.38
Kedah,2015,3,16,14.43
Kedah,2015,3,17,4.90
Kedah,2015,3,18,0.48
Kedah,2015,3,19,0.07
Kedah,2015,3,20,1.28
Kedah,2015,3,21,2.12
Kedah,2015,3,22,6.45
Kedah,2015,3,23,7.12
Kedah,2015,3,24,0.96
Kedah,2015,3,25,0.18
Kedah,2015,3,26,0.36
Kedah,2015,3,27,2.79
Kedah,2015,3,28,0.04
Kedah,2015,3,29,0.09
Kedah,2015,3,30,0.02
Kedah,2015,3,31,0.00
Kedah,2015,4,1,0.00
Kedah,2015,4,2,0.02
Kedah,2015,4,3,0.04
Kedah,2015,4,4,0.10
Kedah,2015,4,5,0.35
Kedah,2015,4,6,0.80
Kedah,2015,4,7,0.07
Kedah,2015,4,8,0.03
Kedah,2015,4,9,0.10
Kedah,2015,4,10,1.99
Kedah,2015,4,11,1.08
Kedah,2015,4,12,2.25
Kedah,2015,4,13,19.44
Kedah,2015,4,14,44.01
Kedah,2015,4,15,25.29
Kedah,2015,4,16,28.53
Kedah,2015,4,17,5.36
Kedah,2015,4,18,0.87
Kedah,2015,4,19,1.77
Kedah,2015,4,20,7.79
Kedah,2015,4,21,0.43
Kedah,2015,4,22,0.18
Kedah,2015,4,23,0.30
Kedah,2015,4,24,3.78
Kedah,2015,4,25,9.00
Kedah,2015,4,26,9.66
Kedah,2015,4,27,7.34
Kedah,2015,4,28,19.96
Kedah,2015,4,29,9.72
Kedah,2015,4,30,7.72
Kedah,2015,5,1,10.47
Kedah,2015,5,2,1.42
Kedah,2015,5,3,0.06
Kedah,2015,5,4,0.02
Kedah,2015,5,5,0.00
Kedah,2015,5,6,0.09
Kedah,2015,5,7,0.14
Kedah,2015,5,8,0.60
Kedah,2015,5,9,1.95
Kedah,2015,5,10,3.83
Kedah,2015,5,11,0.00
Kedah,2015,5,12,0.00
Kedah,2015,5,13,0.00
Kedah,2015,5,14,0.00
Kedah,2015,5,15,0.22
Kedah,2015,5,16,0.49
Kedah,2015,5,17,0.93
Kedah,2015,5,18,7.86
Kedah,2015,5,19,4.67
Kedah,2015,5,20,27.58
Kedah,2015,5,21,23.38
Kedah,2015,5,22,0.47
Kedah,2015,5,23,0.32
Kedah,2015,5,24,0.02
Kedah,2015,5,25,0.85
Kedah,2015,5,26,3.93
Kedah,2015,5,27,14.37
Kedah,2015,5,28,20.93
Kedah,2015,5,29,21.68
Kedah,2015,5,30,55.93
Kedah,2015,5,31,0.51
Kedah,2015,6,1,0.06
Kedah,2015,6,2,1.05
Kedah,2015,6,3,4.59
Kedah,2015,6,4,12.70
Kedah,2015,6,5,9.91
Kedah,2015,6,6,2.29
Kedah,2015,6,7,0.55
Kedah,2015,6,8,2.64
Kedah,2015,6,9,7.35
Kedah,2015,6,10,2.67
Kedah,2015,6,11,3.19
Kedah,2015,6,12,0.02
Kedah,2015,6,13,0.09
Kedah,2015,6,14,2.82
Kedah,2015,6,15,1.99
Kedah,2015,6,16,0.27
Kedah,2015,6,17,3.89
Kedah,2015,6,18,3.41
Kedah,2015,6,19,1.15
Kedah,2015,6,20,0.03
Kedah,2015,6,21,0.04
Kedah,2015,6,22,0.01
Kedah,2015,6,23,1.06
Kedah,2015,6,24,4.43
Kedah,2015,6,25,0.96
Kedah,2015,6,26,0.25
Kedah,2015,6,27,19.41
Kedah,2015,6,28,1.67
Kedah,2015,6,29,0.00
Kedah,2015,6,30,4.98
Kedah,2015,7,1,6.10
Kedah,2015,7,2,5.82
Kedah,2015,7,3,1.50
Kedah,2015,7,4,0.46
Kedah,2015,7,5,4.44
Kedah,2015,7,6,2.13
Kedah,2015,7,7,0.13
Kedah,2015,7,8,0.41
Kedah,2015,7,9,0.07
Kedah,2015,7,10,0.68
Kedah,2015,7,11,2.32
Kedah,2015,7,12,2.80
Kedah,2015,7,13,2.22
Kedah,2015,7,14,3.00
Kedah,2015,7,15,5.38
Kedah,2015,7,16,0.52
Kedah,2015,7,17,0.07
Kedah,2015,7,18,0.19
Kedah,2015,7,19,0.43
Kedah,2015,7,20,0.83
Kedah,2015,7,21,0.00
Kedah,2015,7,22,0.74
