State,Year,Month,Day,Rainfall (mm)
Perak,2015,2,23,0.11
Perak,2015,2,24,0.36
Perak,2015,2,25,1.36
Perak,2015,2,26,7.37
Perak,2015,2,27,7.97
Perak,2015,2,28,0.14
Perak,2015,3,1,1.14
Perak,2015,3,2,2.98
Perak,2015,3,3,2.35
Perak,2015,3,4,5.68
Perak,2015,3,5,0.22
Perak,2015,3,6,6.18
Perak,2015,3,7,0.46
Perak,2015,3,8,0.14
Perak,2015,3,9,0.24
Perak,2015,3,10,0.89
Perak,2015,3,11,1.18
Perak,2015,3,12,3.39
Perak,2015,3,13,3.78
Perak,2015,3,14,3.84
Perak,2015,3,15,6.65
Perak,2015,3,16,24.03
Perak,2015,3,17,23.78
Perak,2015,3,18,0.24
Perak,2015,3,19,0.12
Perak,2015,3,20,1.82
Perak,2015,3,21,2.96
Perak,2015,3,22,9.53
Perak,2015,3,23,6.16
Perak,2015,3,24,3.67
Perak,2015,3,25,0.49
Perak,2015,3,26,0.51
Perak,2015,3,27,2.34
Perak,2015,3,28,0.61
Perak,2015,3,29,0.07
Perak,2015,3,30,0.07
Perak,2015,3,31,0.07
Perak,2015,4,1,0.12
Perak,2015,4,2,0.08
Perak,2015,4,3,0.06
Perak,2015,4,4,0.03
Perak,2015,4,5,0.94
Perak,2015,4,6,4.37
Perak,2015,4,7,1.71
Perak,2015,4,8,5.29
Perak,2015,4,9,2.76
Perak,2015,4,10,2.54
Perak,2015,4,11,3.39
Perak,2015,4,12,0.49
Perak,2015,4,13,7.30
Perak,2015,4,14,42.27
Perak,2015,4,15,19.28
Perak,2015,4,16,18.92
Perak,2015,4,17,5.00
Perak,2015,4,18,2.87
Perak,2015,4,19,4.34
Perak,2015,4,20,8.04
Perak,2015,4,21,3.55
Perak,2015,4,22,0.29
Perak,2015,4,23,0.08
Perak,2015,4,24,0.82
Perak,2015,4,25,3.71
Perak,2015,4,26,5.74
Perak,2015,4,27,4.77
Perak,2015,4,28,17.74
Perak,2015,4,29,9.22
Perak,2015,4,30,9.10
Perak,2015,5,1,15.28
Perak,2015,5,2,2.29
Perak,2015,5,3,0.07
Perak,2015,5,4,0.12
Perak,2015,5,5,0.03
Perak,2015,5,6,0.47
Perak,2015,5,7,0.74
Perak,2015,5,8,0.60
Perak,2015,5,9,0.72
Perak,2015,5,10,0.47
Perak,2015,5,11,0.02
Perak,2015,5,12,0.02
Perak,2015,5,13,0.02
Perak,2015,5,14,0.02
Perak,2015,5,15,0.47
Perak,2015,5,16,0.71
Perak,2015,5,17,3.58
Perak,2015,5,18,10.98
Perak,2015,5,19,8.18
Perak,2015,5,20,32.39
Perak,2015,5,21,13.39
Perak,2015,5,22,1.03
Perak,2015,5,23,1.93
Perak,2015,5,24,3.68
Perak,2015,5,25,7.37
Perak,2015,5,26,18.93
Perak,2015,5,27,12.76
Perak,2015,5,28,13.05
Perak,2015,5,29,24.62
Perak,2015,5,30,54.13
Perak,2015,5,31,9.11
Perak,2015,6,1,1.37
Perak,2015,6,2,0.42
Perak,2015,6,3,1.41
Perak,2015,6,4,9.93
Perak,2015,6,5,13.09
Perak,2015,6,6,1.13
Perak,2015,6,7,2.37
Perak,2015,6,8,2.21
Perak,2015,6,9,1.13
Perak,2015,6,10,0.43
Perak,2015,6,11,0.36
Perak,2015,6,12,0.10
Perak,2015,6,13,0.53
Perak,2015,6,14,6.51
Perak,2015,6,15,3.86
Perak,2015,6,16,0.26
Perak,2015,6,17,7.78
Perak,2015,6,18,3.11
Perak,2015,6,19,6.59
Perak,2015,6,20,1.83
Perak,2015,6,21,0.96
Perak,2015,6,22,0.09
Perak,2015,6,23,2.86
Perak,2015,6,24,6.07
Perak,2015,6,25,4.14
Perak,2015,6,26,1.82
Perak,2015,6,27,15.29
Perak,2015,6,28,9.78
Perak,2015,6,29,0.01
Perak,2015,6,30,0.97
Perak,2015,7,1,5.16
Perak,2015,7,2,9.17
Perak,2015,7,3,1.75
Perak,2015,7,4,1.27
Perak,2015,7,5,5.69
Perak,2015,7,6,4.49
Perak,2015,7,7,0.23
Perak,2015,7,8,1.03
Perak,2015,7,9,0.18
Perak,2015,7,10,0.21
Perak,2015,7,11,0.73
Perak,2015,7,12,1.41
Perak,2015,7,13,1.94
Perak,2015,7,14,7.73
Perak,2015,7,15,19.13
Perak,2015,7,16,3.15
Perak,2015,7,17,0.31
Perak,2015,7,18,0.88
Perak,2015,7,19,11.92
Perak,2015,7,20,5.22
Perak,2015,7,21,0.06
Perak,2015,7,22,2.17
Perak,2015,7,23,2.69
Perak,2015,7,24,5.62
Perak,2015,7,25,30.26
Perak,2015,7,26,27.96
Perak,2015,7,27,56.64
Perak,2015,7,28,29.94
Perak,2015,7,29,8.36
Perak,2015,7,30,2.50
Perak,2015,7,31,1.62
Perak,2015,8,1,4.33
Perak,2015,8,2,1.73
Perak,2015,8,3,0.31
Perak,2015,8,4,0.13
Perak,2015,8,5,0.29
Perak,2015,8,6,0.11
Perak,2015,8,7,0.12
Perak,2015,8,8,3.11
Perak,2015,8,9,3.93
Perak,2015,8,10,3.71
Perak,2015,8,11,2.53
Perak,2015,8,12,0.28
Perak,2015,8,13,0.11
Perak,2015,8,14,0.08
Perak,2015,8,15,0.06
Perak,2015,8,16,0.21
Perak,2015,8,17,0.20
Perak,2015,8,18,0.09
Perak,2015,8,19,0.07
Perak,2015,8,20,0.21
Perak,2015,8,21,0.16
Perak,2015,8,22,0.26
Perak,2015,8,23,1.11
Perak,2015,8,24,6.87
Perak,2015,8,25,8.29
Perak,2015,8,26,2.53
Perak,2015,8,27,1.11
Perak,2015,8,28,1.60
Perak,2015,8,29,0.29
Perak,2015,8,30,0.03
Perak,2015,8,31,0.01
Perak,2015,9,1,0.08
Perak,2015,9,2,0.07
Perak,2015,9,3,0.36
Perak,2015,9,4,3.67
Perak,2015,9,5,18.35
Perak,2015,9,6,34.01
Perak,2015,9,7,16.03
Perak,2015,9,8,2.97
Perak,2015,9,9,1.19
Perak,2015,9,10,2.10
Perak,2015,9,11,3.39
Perak,2015,9,12,8.06
Perak,2015,9,13,15.85
Perak,2015,9,14,12.13
Perak,2015,9,15,9.04
Perak,2015,9,16,7.53
Perak,2015,9,17,17.38
Perak,2015,9,18,14.25
Perak,2015,9,19,3.71
Perak,2015,9,20,3.95
Perak,2015,9,21,7.33
Perak,2015,9,22,10.30
Perak,2015,9,23,4.94
Perak,2015,9,24,7.26
Perak,2015,9,25,5.10
Perak,2015,9,26,6.34
Perak,2015,9,27,4.35
Perak,2015,9,28,2.75
Perak,2015,9,29,2.78
Perak,2015,9,30,3.82
Perak,2015,10,1,10.52
Perak,2015,10,2,16.71
Perak,2015,10,3,4.15
Perak,2015,10,4,7.52
Perak,2015,10,5,7.76
Perak,2015,10,6,4.81
Perak,2015,10,7,4.00
Perak,2015,10,8,9.60
Perak,2015,10,9,10.25
Perak,2015,10,10,5.62
Perak,2015,10,11,19.51
Perak,2015,10,12,6.06
Perak,2015,10,13,12.93
Perak,2015,10,14,10.36
Perak,2015,10,15,7.86
Perak,2015,10,16,16.07
Perak,2015,10,17,9.55
Perak,2015,10,18,6.84
Perak,2015,10,19,2.20
Perak,2015,10,20,0.36
Perak,2015,10,21,0.33
Perak,2015,10,22,1.42
Perak,2015,10,23,0.90
Perak,2015,10,24,1.19
Perak,2015,10,25,2.04
Perak,2015,10,26,1.77
Perak,2015,10,27,7.61
Perak,2015,10,28,17.26
Perak,2015,10,29,3.73
Perak,2015,10,30,2.48
Perak,2015,10,31,1.67
Perak,2015,11,1,5.36
Perak,2015,11,2,2.50
Perak,2015,11,3,4.71
Perak,2015,11,4,10.91
Perak,2015,11,5,7.22
Perak,2015,11,6,7.52
Perak,2015,11,7,9.59
Perak,2015,11,8,6.27
Perak,2015,11,9,7.42
Perak,2015,11,10,4.17
Perak,2015,11,11,9.88
Perak,2015,11,12,15.68
Perak,2015,11,13,11.52
Perak,2015,11,14,18.54
Perak,2015,11,15,18.27
Perak,2015,11,16,14.10
Perak,2015,11,17,17.13
Perak,2015,11,18,6.86
Perak,2015,11,19,7.56
Perak,2015,11,20,16.83
Perak,2015,11,21,5.73
Perak,2015,11,22,9.93
Perak,2015,11,23,33.74
Perak,2015,11,24,33.68
Perak,2015,11,25,12.85
Perak,2015,11,26,8.95
Perak,2015,11,27,0.31
Perak,2015,11,28,2.65
Perak,2015,11,29,12.48
Perak,2015,11,30,22.30
Perak,2015,12,1,12.71
Perak,2015,12,2,4.81
Perak,2015,12,3,1.05
Perak,2015,12,4,9.18
Perak,2015,12,5,4.02
Perak,2015,12,6,31.72
Perak,2015,12,7,21.04
Perak,2015,12,8,7.39
Perak,2015,12,9,41.14
Perak,2015,12,10,28.56
Perak,2015,12,11,18.65
Perak,2015,12,12,25.04
Perak,2015,12,13,25.87
Perak,2015,12,14,1.14
Perak,2015,12,15,0.28
Perak,2015,12,16,0.18
Perak,2015,12,17,0.06
Perak,2015,12,18,0.68
Perak,2015,12,19,2.07
Perak,2015,12,20,0.26
Perak,2015,12,21,0.20
Perak,2015,12,22,0.12
Perak,2015,12,23,0.35
Perak,2015,12,24,0.29
Perak,2015,12,25,0.74
Perak,2015,12,26,9.79
Perak,2015,12,27,13.08
Perak,2015,12,28,12.07
Perak,2015,12,29,10.59
Perak,2015,12,30,5.36
Perak,2015,12,31,0.71
Perak,2016,1,1,2.73
Perak,2016,1,2,10.98
Perak,2016,1,3,5.64
Perak,2016,1,4,0.52
Perak,2016,1,5,0.26
Perak,2016,1,6,0.73
Perak,2016,1,7,0.66
Perak,2016,1,8,0.52
Perak,2016,1,9,7.80
Perak,2016,1,10,13.63
Perak,2016,1,11,10.00
Perak,2016,1,12,0.50
Perak,2016,1,13,0.22
Perak,2016,1,14,0.16
Perak,2016,1,15,0.18
Perak,2016,1,16,0.54
Perak,2016,1,17,0.43
Perak,2016,1,18,0.30
Perak,2016,1,19,0.27
Perak,2016,1,20,0.31
Perak,2016,1,21,0.35
Perak,2016,1,22,0.17
Perak,2016,1,23,0.18
Perak,2016,1,24,0.18
Perak,2016,1,25,0.09
Perak,2016,1,26,0.12
Perak,2016,1,27,0.11
Perak,2016,1,28,0.17
Perak,2016,1,29,0.59
Perak,2016,1,30,4.33
Perak,2016,1,31,5.63
Perak,2016,2,1,0.76
Perak,2016,2,2,0.24
Perak,2016,2,3,0.25
Perak,2016,2,4,0.17
Perak,2016,2,5,0.21
Perak,2016,2,6,0.13
Perak,2016,2,7,0.08
Perak,2016,2,8,0.14
Perak,2016,2,9,0.48
Perak,2016,2,10,0.95
Perak,2016,2,11,1.13
Perak,2016,2,12,5.71
Perak,2016,2,13,4.54
Perak,2016,2,14,2.54
Perak,2016,2,15,6.25
Perak,2016,2,16,0.07
Perak,2016,2,17,0.09
Perak,2016,2,18,0.10
Perak,2016,2,19,0.26
Perak,2016,2,20,0.43
Perak,2016,2,21,0.45
Perak,2016,2,22,0.54
Perak,2016,2,23,0.89
Perak,2016,2,24,0.55
Perak,2016,2,25,0.29
Perak,2016,2,26,1.66
Perak,2016,2,27,29.32
Perak,2016,2,28,9.93
Perak,2016,2,29,8.85
Perak,2016,3,1,14.18
Perak,2016,3,2,9.95
Perak,2016,3,3,5.02
Perak,2016,3,4,0.57
Perak,2016,3,5,2.83
Perak,2016,3,6,0.20
Perak,2016,3,7,0.23
Perak,2016,3,8,2.16
Perak,2016,3,9,4.81
Perak,2016,3,10,8.38
Perak,2016,3,11,2.12
Perak,2016,3,12,1.78
Perak,2016,3,13,21.70
Perak,2016,3,14,48.28
Perak,2016,3,15,22.74
Perak,2016,3,16,25.21
Perak,2016,3,17,14.44
Perak,2016,3,18,6.53
Perak,2016,3,19,11.70
Perak,2016,3,20,1.43
Perak,2016,3,21,0.34
Perak,2016,3,22,0.16
Perak,2016,3,23,0.18
Perak,2016,3,24,0.11
Perak,2016,3,25,0.19
Perak,2016,3,26,4.34
Perak,2016,3,27,2.84
Perak,2016,3,28,3.71
Perak,2016,3,29,13.91
Perak,2016,3,30,8.02
Perak,2016,3,31,8.58
Perak,2016,4,1,22.12
Perak,2016,4,2,24.88
Perak,2016,4,3,25.54
Perak,2016,4,4,19.05
Perak,2016,4,5,16.63
Perak,2016,4,6,13.84
Perak,2016,4,7,24.02
Perak,2016,4,8,27.48
Perak,2016,4,9,5.69
Perak,2016,4,10,6.80
Perak,2016,4,11,5.40
Perak,2016,4,12,6.02
Perak,2016,4,13,2.61
Perak,2016,4,14,1.36
Perak,2016,4,15,0.30
Perak,2016,4,16,0.07
Perak,2016,4,17,0.10
Perak,2016,4,18,0.87
Perak,2016,4,19,2.30
Perak,2016,4,20,0.62
Perak,2016,4,21,5.60
Perak,2016,4,22,3.31
Perak,2016,4,23,0.16
Perak,2016,4,24,0.10
Perak,2016,4,25,0.06
Perak,2016,4,26,0.00
Perak,2016,4,27,0.01
Perak,2016,4,28,0.04
Perak,2016,4,29,0.10
Perak,2016,4,30,0.08
Perak,2016,5,1,0.01
Perak,2016,5,2,0.51
Perak,2016,5,3,0.82
Perak,2016,5,4,1.92
Perak,2016,5,5,1.02
Perak,2016,5,6,1.10
Perak,2016,5,7,0.08
Perak,2016,5,8,3.55
Perak,2016,5,9,4.20
Perak,2016,5,10,3.05
Perak,2016,5,11,19.58
Perak,2016,5,12,8.90
Perak,2016,5,13,2.72
Perak,2016,5,14,9.21
Perak,2016,5,15,13.35
Perak,2016,5,16,19.97
Perak,2016,5,17,17.35
Perak,2016,5,18,47.56
Perak,2016,5,19,13.25
Perak,2016,5,20,2.90
Perak,2016,5,21,18.31
Perak,2016,5,22,21.16
Perak,2016,5,23,11.53
Perak,2016,5,24,6.86
Perak,2016,5,25,3.84
Perak,2016,5,26,7.63
Perak,2016,5,27,7.58
Perak,2016,5,28,4.93
Perak,2016,5,29,7.21
Perak,2016,5,30,5.89
Perak,2016,5,31,3.97
Perak,2016,6,1,1.24
Perak,2016,6,2,2.91
Perak,2016,6,3,0.48
Perak,2016,6,4,0.42
Perak,2016,6,5,0.45
Perak,2016,6,6,0.08
Perak,2016,6,7,0.18
Perak,2016,6,8,1.66
Perak,2016,6,9,1.99
Perak,2016,6,10,0.22
Perak,2016,6,11,0.37
Perak,2016,6,12,0.48
Perak,2016,6,13,0.26
Perak,2016,6,14,0.59
Perak,2016,6,15,2.03
Perak,2016,6,16,3.35
Perak,2016,6,17,0.96
Perak,2016,6,18,8.12
Perak,2016,6,19,5.89
Perak,2016,6,20,1.79
Perak,2016,6,21,1.97
Perak,2016,6,22,10.06
Perak,2016,6,23,14.33
Perak,2016,6,24,13.27
Perak,2016,6,25,13.13
Perak,2016,6,26,1.71
Perak,2016,6,27,0.10
Perak,2016,6,28,0.05
Perak,2016,6,29,0.02
Perak,2016,6,30,0.65
Perak,2016,7,1,0.09
Perak,2016,7,2,0.06
Perak,2016,7,3,0.02
Perak,2016,7,4,0.01
Perak,2016,7,5,0.06
Perak,2016,7,6,1.75
Perak,2016,7,7,2.98
Perak,2016,7,8,4.19
Perak,2016,7,9,7.32
Perak,2016,7,10,4.54
Perak,2016,7,11,9.36
Perak,2016,7,12,21.86
Perak,2016,7,13,9.44
Perak,2016,7,14,29.04
Perak,2016,7,15,17.72
Perak,2016,7,16,6.48
Perak,2016,7,17,3.48
Perak,2016,7,18,1.56
Perak,2016,7,19,0.40
Perak,2016,7,20,0.82
Perak,2016,7,21,0.16
Perak,2016,7,22,0.62
Perak,2016,7,23,0.06
Perak,2016,7,24,0.09
Perak,2016,7,25,0.99
Perak,2016,7,26,1.76
Perak,2016,7,27,3.85
Perak,2016,7,28,5.96
Perak,2016,7,29,11.51
Perak,2016,7,30,16.74
Perak,2016,7,31,12.90
Perak,2016,8,1,9.04
Perak,2016,8,2,3.71
Perak,2016,8,3,1.60
Perak,2016,8,4,2.08
Perak,2016,8,5,16.60
Perak,2016,8,6,10.77
Perak,2016,8,7,18.77
Perak,2016,8,8,22.58
Perak,2016,8,9,2.58
Perak,2016,8,10,0.95
Perak,2016,8,11,1.40
Perak,2016,8,12,0.43
Perak,2016,8,13,3.92
Perak,2016,8,14,11.09
Perak,2016,8,15,20.25
Perak,2016,8,16,30.70
Perak,2016,8,17,11.28
Perak,2016,8,18,3.93
Perak,2016,8,19,7.42
Perak,2016,8,20,13.84
Perak,2016,8,21,27.56
Perak,2016,8,22,3.03
Perak,2016,8,23,4.03
Perak,2016,8,24,2.76
Perak,2016,8,25,1.60
Perak,2016,8,26,24.35
Perak,2016,8,27,9.40
Perak,2016,8,28,5.50
Perak,2016,8,29,2.32
Perak,2016,8,30,3.38
Perak,2016,8,31,5.45
Perak,2016,9,1,4.85
Perak,2016,9,2,4.70
Perak,2016,9,3,3.99
Perak,2016,9,4,12.12
Perak,2016,9,5,4.77
Perak,2016,9,6,12.27
Perak,2016,9,7,10.44
Perak,2016,9,8,6.67
Perak,2016,9,9,4.99
Perak,2016,9,10,7.05
Perak,2016,9,11,7.18
Perak,2016,9,12,6.24
Perak,2016,9,13,4.17
Perak,2016,9,14,9.30
Perak,2016,9,15,17.93
Perak,2016,9,16,28.29
Perak,2016,9,17,17.66
Perak,2016,9,18,15.66
Perak,2016,9,19,7.19
Perak,2016,9,20,4.89
Perak,2016,9,21,8.76
Perak,2016,9,22,5.52
Perak,2016,9,23,4.65
Perak,2016,9,24,6.10
Perak,2016,9,25,3.61
Perak,2016,9,26,2.29
Perak,2016,9,27,0.54
Perak,2016,9,28,0.30
Perak,2016,9,29,0.51
Perak,2016,9,30,0.14
Perak,2016,10,1,0.28
Perak,2016,10,2,0.54
Perak,2016,10,3,0.86
Perak,2016,10,4,4.57
Perak,2016,10,5,3.21
Perak,2016,10,6,11.22
Perak,2016,10,7,15.38
Perak,2016,10,8,16.78
Perak,2016,10,9,18.14
Perak,2016,10,10,9.54
Perak,2016,10,11,6.69
Perak,2016,10,12,6.52
Perak,2016,10,13,2.56
Perak,2016,10,14,10.96
Perak,2016,10,15,32.66
Perak,2016,10,16,27.53
Perak,2016,10,17,6.05
Perak,2016,10,18,21.14
Perak,2016,10,19,53.39
Perak,2016,10,20,23.51
Perak,2016,10,21,0.83
Perak,2016,10,22,1.68
Perak,2016,10,23,5.88
Perak,2016,10,24,8.56
Perak,2016,10,25,7.35
Perak,2016,10,26,3.47
Perak,2016,10,27,18.56
Perak,2016,10,28,5.70
Perak,2016,10,29,13.71
Perak,2016,10,30,12.51
Perak,2016,10,31,6.93
Perak,2016,11,1,4.80
Perak,2016,11,2,1.88
Perak,2016,11,3,2.49
Perak,2016,11,4,0.96
Perak,2016,11,5,2.71
Perak,2016,11,6,7.64
Perak,2016,11,7,1.49
Perak,2016,11,8,0.16
Perak,2016,11,9,0.77
Perak,2016,11,10,1.71
Perak,2016,11,11,4.87
Perak,2016,11,12,18.62
Perak,2016,11,13,11.52
Perak,2016,11,14,7.43
Perak,2016,11,15,6.39
Perak,2016,11,16,6.76
Perak,2016,11,17,9.28
Perak,2016,11,18,30.40
Perak,2016,11,19,34.05
Perak,2016,11,20,21.79
Perak,2016,11,21,15.21
Perak,2016,11,22,14.14
Perak,2016,11,23,10.40
Perak,2016,11,24,4.37
Perak,2016,11,25,10.07
Perak,2016,11,26,20.05
Perak,2016,11,27,21.09
Perak,2016,11,28,29.36
Perak,2016,11,29,6.30
Perak,2016,11,30,8.31
Perak,2016,12,1,3.68
Perak,2016,12,2,1.07
Perak,2016,12,3,0.48
Perak,2016,12,4,0.44
Perak,2016,12,5,0.77
Perak,2016,12,6,1.21
Perak,2016,12,7,1.32
Perak,2016,12,8,17.41
Perak,2016,12,9,2.15
Perak,2016,12,10,4.44
Perak,2016,12,11,31.21
Perak,2016,12,12,13.12
Perak,2016,12,13,13.04
Perak,2016,12,14,16.59
Perak,2016,12,15,9.45
Perak,2016,12,16,10.91
Perak,2016,12,17,5.66
Perak,2016,12,18,8.46
Perak,2016,12,19,19.65
Perak,2016,12,20,8.80
Perak,2016,12,21,4.93
Perak,2016,12,22,5.57
Perak,2016,12,23,1.12
Perak,2016,12,24,0.19
Perak,2016,12,25,0.18
Perak,2016,12,26,0.23
Perak,2016,12,27,0.30
Perak,2016,12,28,0.28
Perak,2016,12,29,0.03
Perak,2016,12,30,0.13
Perak,2016,12,31,1.49
Perak,2017,1,1,0.25
Perak,2017,1,2,0.01
Perak,2017,1,3,0.15
Perak,2017,1,4,5.23
Perak,2017,1,5,2.62
Perak,2017,1,6,0.30
Perak,2017,1,7,5.24
Perak,2017,1,8,0.78
Perak,2017,1,9,2.73
Perak,2017,1,10,1.40
Perak,2017,1,11,20.47
Perak,2017,1,12,64.92
Perak,2017,1,13,38.06
Perak,2017,1,14,13.92
Perak,2017,1,15,35.56
Perak,2017,1,16,22.94
Perak,2017,1,17,1.17
Perak,2017,1,18,1.56
Perak,2017,1,19,16.34
Perak,2017,1,20,10.62
Perak,2017,1,21,2.22
Perak,2017,1,22,0.99
Perak,2017,1,23,6.80
Perak,2017,1,24,4.37
Perak,2017,1,25,4.24
Perak,2017,1,26,0.34
Perak,2017,1,27,0.66
Perak,2017,1,28,0.78
Perak,2017,1,29,2.03
Perak,2017,1,30,0.66
Perak,2017,1,31,0.31
Perak,2017,2,1,0.24
Perak,2017,2,2,0.41
Perak,2017,2,3,0.83
Perak,2017,2,4,7.00
Perak,2017,2,5,2.12
Perak,2017,2,6,1.34
Perak,2017,2,7,1.67
Perak,2017,2,8,0.98
Perak,2017,2,9,1.12
Perak,2017,2,10,2.38
Perak,2017,2,11,6.99
Perak,2017,2,12,9.61
Perak,2017,2,13,4.26
Perak,2017,2,14,0.27
Perak,2017,2,15,0.11
Perak,2017,2,16,0.17
Perak,2017,2,17,0.15
Perak,2017,2,18,0.50
Perak,2017,2,19,0.32
Perak,2017,2,20,0.86
Perak,2017,2,21,0.66
Perak,2017,2,22,0.46
Perak,2017,2,23,0.16
Perak,2017,2,24,0.14
Perak,2017,2,25,0.15
Perak,2017,2,26,1.15
Perak,2017,2,27,3.29
Perak,2017,2,28,1.41
Perak,2017,3,1,0.94
Perak,2017,3,2,0.60
Perak,2017,3,3,2.47
Perak,2017,3,4,0.55
Perak,2017,3,5,0.18
Perak,2017,3,6,0.03
Perak,2017,3,7,0.03
Perak,2017,3,8,0.06
Perak,2017,3,9,0.10
Perak,2017,3,10,0.35
Perak,2017,3,11,1.23
Perak,2017,3,12,2.48
Perak,2017,3,13,3.30
Perak,2017,3,14,15.03
Perak,2017,3,15,11.60
Perak,2017,3,16,3.72
Perak,2017,3,17,2.63
Perak,2017,3,18,7.02
Perak,2017,3,19,3.23
Perak,2017,3,20,1.05
Perak,2017,3,21,0.62
Perak,2017,3,22,0.75
Perak,2017,3,23,3.56
Perak,2017,3,24,0.56
Perak,2017,3,25,0.10
Perak,2017,3,26,0.05
Perak,2017,3,27,0.06
Perak,2017,3,28,0.11
Perak,2017,3,29,0.06
Perak,2017,3,30,0.13
Perak,2017,3,31,0.18
Perak,2017,4,1,4.16
Perak,2017,4,2,1.42
Perak,2017,4,3,2.26
Perak,2017,4,4,1.07
Perak,2017,4,5,6.53
Perak,2017,4,6,3.41
Perak,2017,4,7,0.43
Perak,2017,4,8,10.22
Perak,2017,4,9,1.81
Perak,2017,4,10,0.45
Perak,2017,4,11,0.56
Perak,2017,4,12,2.87
Perak,2017,4,13,4.55
Perak,2017,4,14,13.76
Perak,2017,4,15,4.90
Perak,2017,4,16,0.50
Perak,2017,4,17,0.22
Perak,2017,4,18,1.77
Perak,2017,4,19,5.82
Perak,2017,4,20,8.49
Perak,2017,4,21,13.60
Perak,2017,4,22,1.99
Perak,2017,4,23,0.59
Perak,2017,4,24,0.51
Perak,2017,4,25,1.72
Perak,2017,4,26,8.40
Perak,2017,4,27,3.67
Perak,2017,4,28,10.26
Perak,2017,4,29,8.68
Perak,2017,4,30,10.06
Perak,2017,5,1,9.33
Perak,2017,5,2,0.42
Perak,2017,5,3,0.70
Perak,2017,5,4,2.94
Perak,2017,5,5,9.37
Perak,2017,5,6,6.80
Perak,2017,5,7,9.87
Perak,2017,5,8,12.30
Perak,2017,5,9,4.71
Perak,2017,5,10,15.94
Perak,2017,5,11,2.20
Perak,2017,5,12,0.22
Perak,2017,5,13,0.45
Perak,2017,5,14,0.74
Perak,2017,5,15,1.04
Perak,2017,5,16,2.53
Perak,2017,5,17,8.27
Perak,2017,5,18,9.67
Perak,2017,5,19,4.54
Perak,2017,5,20,1.31
Perak,2017,5,21,3.88
Perak,2017,5,22,1.62
Perak,2017,5,23,4.91
Perak,2017,5,24,6.13
Perak,2017,5,25,5.23
Perak,2017,5,26,5.40
Perak,2017,5,27,18.82
Perak,2017,5,28,12.91
Perak,2017,5,29,9.10
Perak,2017,5,30,9.47
Perak,2017,5,31,8.89
Perak,2017,6,1,13.43
Perak,2017,6,2,8.63
Perak,2017,6,3,2.60
Perak,2017,6,4,6.01
Perak,2017,6,5,3.18
Perak,2017,6,6,14.37
Perak,2017,6,7,7.52
Perak,2017,6,8,2.99
Perak,2017,6,9,0.19
Perak,2017,6,10,4.73
Perak,2017,6,11,3.47
Perak,2017,6,12,7.79
Perak,2017,6,13,2.04
Perak,2017,6,14,2.21
Perak,2017,6,15,2.13
Perak,2017,6,16,1.40
Perak,2017,6,17,0.31
Perak,2017,6,18,0.45
Perak,2017,6,19,0.12
Perak,2017,6,20,1.74
Perak,2017,6,21,1.41
Perak,2017,6,22,14.72
Perak,2017,6,23,4.05
Perak,2017,6,24,2.34
Perak,2017,6,25,0.25
Perak,2017,6,26,1.05
Perak,2017,6,27,17.47
Perak,2017,6,28,23.74
Perak,2017,6,29,0.86
Perak,2017,6,30,0.52
Perak,2017,7,1,1.16
Perak,2017,7,2,1.80
Perak,2017,7,3,0.06
Perak,2017,7,4,8.11
Perak,2017,7,5,1.08
Perak,2017,7,6,1.16
Perak,2017,7,7,4.12
Perak,2017,7,8,3.27
Perak,2017,7,9,0.41
Perak,2017,7,10,0.65
Perak,2017,7,11,0.56
Perak,2017,7,12,5.05
Perak,2017,7,13,8.99
Perak,2017,7,14,8.15
Perak,2017,7,15,1.80
Perak,2017,7,16,0.66
Perak,2017,7,17,2.68
Perak,2017,7,18,10.12
Perak,2017,7,19,7.45
Perak,2017,7,20,5.54
Perak,2017,7,21,7.52
Perak,2017,7,22,7.89
Perak,2017,7,23,10.61
Perak,2017,7,24,1.28
Perak,2017,7,25,0.41
Perak,2017,7,26,0.55
Perak,2017,7,27,0.20
Perak,2017,7,28,0.41
Perak,2017,7,29,0.07
Perak,2017,7,30,0.02
Perak,2017,7,31,0.07
Perak,2017,8,1,0.95
Perak,2017,8,2,5.64
Perak,2017,8,3,13.35
Perak,2017,8,4,8.81
Perak,2017,8,5,0.80
Perak,2017,8,6,1.13
Perak,2017,8,7,4.90
Perak,2017,8,8,17.76
Perak,2017,8,9,16.61
Perak,2017,8,10,18.00
Perak,2017,8,11,6.79
Perak,2017,8,12,8.11
Perak,2017,8,13,8.95
Perak,2017,8,14,6.72
Perak,2017,8,15,2.28
Perak,2017,8,16,3.03
Perak,2017,8,17,7.75
Perak,2017,8,18,25.50
Perak,2017,8,19,9.55
Perak,2017,8,20,1.38
Perak,2017,8,21,0.59
Perak,2017,8,22,2.14
Perak,2017,8,23,0.46
Perak,2017,8,24,4.40
Perak,2017,8,25,10.13
Perak,2017,8,26,36.11
Perak,2017,8,27,2.56
Perak,2017,8,28,1.23
Perak,2017,8,29,0.31
Perak,2017,8,30,0.56
Perak,2017,8,31,1.53
Perak,2017,9,1,2.21
Perak,2017,9,2,1.58
Perak,2017,9,3,2.61
Perak,2017,9,4,1.63
Perak,2017,9,5,3.94
Perak,2017,9,6,5.37
Perak,2017,9,7,2.94
Perak,2017,9,8,0.31
Perak,2017,9,9,0.89
Perak,2017,9,10,3.91
